"STATION","NAME","DATE","CDSD","EMNT","EMXT","HDSD","PRCP","TAVG","TMAX","TMIN"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2000-02","0","14","46",,"8.98","28.6","34.2","23.0"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2000-03","0","13","49",,"12.84","27.7","33.5","21.9"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2000-04","0","13","61",,"6.81","37.6","47.4","27.8"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2000-05","0","21","56",,"6.36","36.9","44.6","29.3"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2000-06",,,,,"3.93",,,
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2000-07",,,"78",,"0.74",,"61.6",
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2000-08",,,,,"0.41",,,
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2000-09",,,,,"6.74",,,
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2000-10",,"19","65",,"7.28","38.2","46.0","30.4"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2000-11",,,,,"6.53",,,
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2000-12",,"10","56",,"10.72","29.4","35.3","23.5"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2001-01","0","14","50",,"9.48","28.3","33.6","23.0"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2001-02","0","8","49",,"7.32","25.6","32.9","18.4"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2001-03",,,"57",,"10.29",,"36.7",
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2001-04",,"14","62",,"10.30","29.3","36.4","22.2"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2001-05",,,,,"6.66",,,
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2001-06",,"25","71",,"8.10","42.1","51.2","33.0"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2001-07",,"32","76","455","1.63","50.3","60.2","40.5"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2001-08",,"37","80","726","2.74","56.8","67.3","46.3"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2001-09",,"31","73","1117","2.49","51.0","58.5","43.6"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2001-10",,"18","70","1842","17.22","37.8","44.7","30.9"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2001-11",,"18","56","2696","17.70","33.2","37.8","28.5"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2001-12",,"13","41","3928","25.61","25.2","30.0","20.5"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2002-01","0","11","45","5004","28.26","25.2","29.4","20.9"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2002-02","0","14","45","6068","10.83","27.0","32.4","21.6"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2002-03","0","9","47","7290","18.11","25.6","31.2","19.9"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2002-04","0","18","58","8147","8.22","31.9","37.2","26.7"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2002-05","0","17","60","8941","4.53","36.6","43.4","29.8"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2002-06","2","22","76","9405","4.41","47.9","56.0","39.7"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2002-07","11","32","81","340","1.05","53.6","62.3","44.9"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2002-08","12","32","76","742","0.92","51.6","60.1","43.2"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2002-09","15","28","73","1130","1.49","50.2","57.9","42.5"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2002-10","15","17","62","1818","5.41","40.4","46.7","34.2"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2002-11","15","19","63","2571","10.01","38.9","44.4","33.5"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2002-12","15","15","52","3626","17.90","30.1","35.0","25.2"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2003-01","0","21","58","4483","22.06","35.6","41.1","30.0"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2003-02","0","6","53","5363","11.59","31.3","37.6","25.0"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2003-03","0","15","52","6390","21.47","29.5","34.5","24.6"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2003-05",,"18","73",,"4.08","40.7","48.8","32.6"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2003-06",,"31","83",,"1.37","50.7","60.3","41.2"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2003-07",,,,,"0.19",,,
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2003-08",,,,,"0.21",,,
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2003-09",,,,,"3.67",,,
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2003-10",,,,,"16.78",,,
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2003-11",,"12","49",,"21.71","26.6","31.7","21.5"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2003-12",,"11","51",,"14.31","26.9","31.3","22.5"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2004-01","0","-2","44",,"20.78","28.1","32.8","23.5"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2004-02","0","18","53",,"9.56","28.9","33.5","24.3"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2004-03","0","13","60",,"10.13","33.6","40.9","26.3"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2004-04",,,,,"2.68",,,
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2004-05",,,"65",,"7.96",,"45.6",
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2004-06",,"29","75",,"3.33","48.1","55.8","40.5"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2004-07",,"33","80","252","0.16","56.3","65.6","47.0"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2004-08",,"29","80","533","12.12","55.8","63.4","48.2"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2004-09",,"28","71","1122","10.02","44.8","51.7","37.8"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2004-10",,"11","65","1838","11.66","40.2","47.3","33.1"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2004-11",,"14","61","2668","12.50","32.9","38.2","27.5"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2004-12",,"16","56","3674","13.34","31.4","36.4","26.3"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2005-01","0","13","49","4760","13.67","30.0","34.1","25.8"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2005-02","0","13","56","5663","3.28","32.7","39.4","26.1"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2005-03","0","8","57","6655","12.47","33.0","38.7","27.2"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2005-04","0","18","59","7599","9.54","33.5","40.1","27.0"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2005-05",,,"74",,"6.22",,"50.0",
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2005-06",,"24","71",,"5.46","41.1","47.0","35.1"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2005-07",,"32","79","335","2.48","53.2","62.4","44.0"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2005-08",,"27","76","598","0.93","55.3","65.1","45.4"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2005-09",,"31","64","1115","7.43","45.1","51.6","38.6"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2005-10",,"24","59","1830","11.91","38.5","45.3","31.7"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2005-11",,"13","61","2785","17.69","33.2","37.5","28.8"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2005-12",,"12","57","3879","18.90","29.7","35.3","24.2"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2006-01","0","13","50","5050","30.31","27.2","31.5","22.9"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2006-02","0","-2","48","6213","11.15","23.5","29.6","17.3"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2006-03","0","9","42","7427","8.81","25.8","30.6","21.0"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2006-04","0","13","60","8339","4.95","33.6","41.1","26.0"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2006-05","0","21","72","8959","6.63","42.0","49.7","34.3"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2006-06","11","26","79","9485","4.49","46.4","53.9","38.9"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2006-07","25","32","84","297","1.00","54.9","64.9","44.8"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2006-08","30","29","75","659","0.52","53.1","62.4","43.7"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2006-09","38","30","79","1077","4.87","49.1","57.5","40.7"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2006-10",,,,,"6.57",,,
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2006-11",,,,,"46.93",,,
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2006-12",,"13","53",,"13.17","29.9","35.9","23.9"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2007-01","0","6","50",,"13.70","27.1","33.3","20.9"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2007-02","0","15","54",,"14.89","30.8","36.5","25.1"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2007-03","0","13","52",,"17.56","34.2","40.6","27.9"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2007-04","0","16","63",,"5.12","33.5","40.3","26.7"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2007-05","0","27","74",,"5.18","44.2","52.6","35.7"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2007-06","0","28","74",,"4.35","45.8","53.5","38.1"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2007-08",,,,,,,,
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2007-09",,,"74",,"2.10",,"53.6",
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2007-10",,"25","56",,"14.04","37.8","43.2","32.4"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2007-11",,"16","59",,"10.62","33.6","39.4","27.8"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2007-12",,,"42",,"17.91",,"28.7",
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2008-01","0","7","46",,"15.48","24.5","29.9","19.1"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2008-03",,"9","49",,"13.83","27.4","33.7","21.1"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2008-04",,"11","69",,"6.33","29.6","36.2","23.0"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2008-05",,,,,,,,
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2008-06",,,,,"5.09",,,
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2008-07",,,,,"0.66",,,
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2008-08",,,,,"3.70",,,
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2008-09",,,,,"1.67",,,
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2008-10",,,,,,,,
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2008-11",,"21","60",,"22.76","36.4","41.6","31.3"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2008-12",,"-1","57",,"21.15","24.4","29.9","18.9"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2009-02",,"10","56",,"4.66","31.3","38.1","24.5"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2009-03",,"8","46",,"13.52","26.1","32.0","20.1"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2009-04",,"16",,,"8.03",,,"27.0"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2009-05",,"15","76",,"8.06","42.0","52.0","32.0"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2009-06",,,,,,,,
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2009-07",,,,,,,,
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2009-08",,,,,,,,
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2009-10",,"21","53",,,"36.6","41.9","31.3"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2009-11",,"19","49",,"18.72","30.6","34.4","26.8"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2009-12",,"-1","54",,"9.22","26.9","32.7","21.0"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2010-01","0","21","46",,"12.86","32.1","36.1","28.1"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2010-02","0","22","48",,"7.41","32.2","37.1","27.2"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2010-04",,,,,,,,
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2010-05",,,,,,,,
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2010-06",,"26","66",,"6.17","42.6","51.0","34.2"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2010-07",,"29","81","279","0.58","56.0","66.8","45.2"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2010-08",,"31","84","616","0.85","54.4","65.1","43.7"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2010-09",,"30","70","1139","8.15","47.6","54.2","40.9"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2010-10",,"26","68","1762","16.39","43.5","49.3","37.7"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2010-11",,"-4","65","2719","13.36","29.6","34.5","24.6"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2010-12",,"6","42","3890","14.66","26.0","30.1","21.9"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2011-01","0","8","50","4923","20.86","29.4","33.8","24.9"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2011-02","0","0","45","5998","11.06","23.7","29.3","18.0"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2011-03","0","13","39","7175","18.08","25.8","30.3","21.2"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2011-04","0","15","48","8333","17.27","26.4","31.4","21.3"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2011-05",,,,,"4.80",,,
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2011-06",,"24","63",,,"40.8","49.2","32.4"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2011-07",,"30","70","488","0.66","47.6","56.3","38.9"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2011-08",,"34","73","885","0.20","52.2","61.4","42.9"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2011-09",,"31","78","1231","1.35","53.2","62.1","44.4"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2011-10",,"23","63","1996","5.89","38.6","44.1","33.2"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2011-11",,"11","47","3071","17.77","27.9","33.8","22.0"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2011-12",,"13","54","4123","18.40","31.1","37.9","24.3"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2012-02",,"10","51",,"16.75","27.4","33.2","21.6"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2012-03",,"7","52",,"17.25","25.1","30.1","20.0"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2012-04",,"13","64",,"8.53","33.2","40.6","25.7"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2012-05",,"20","69",,"8.15","38.0","45.7","30.3"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2012-06",,"25","63",,"8.89","40.0","46.3","33.7"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2012-07",,"32","78","346","0.71","53.2","61.2","45.2"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2012-08",,"34","79","634","0.00","56.2","65.2","47.3"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2012-09",,"30","77","980","0.50","53.5","62.2","44.8"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2012-10",,"23","64","1738","20.30","40.6","47.1","34.1"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2012-11",,"14","54","2628","14.67","32.0","36.8","27.2"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2012-12",,"14","35","3779",,"23.9","27.8","19.9"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2013-01","0","8","56","4850","12.54","30.4","36.4","24.5"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2013-02",,,,,"9.07",,,
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2013-03",,,,,"11.75",,,
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2013-04",,"17","59",,"13.72","33.1","39.4","26.9"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2013-05",,"18","67",,"7.70","40.6","47.1","34.0"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2013-06",,"30","70",,"2.99","45.4","52.5","38.3"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2013-07",,"36","80","294","0.01","55.5","64.2","46.9"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2013-08",,"42","72","562","2.39","55.4","63.1","47.7"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2013-09",,"30","76","965","14.39","50.0","56.6","43.4"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2013-11",,,,,"12.64",,,
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2013-12",,"-4","45",,"12.52","24.1","29.7","18.4"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2014-01","0","15","62",,"14.29","36.0","41.8","30.3"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2014-02","0","-7","45",,"16.38","22.9","28.0","17.8"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2014-03","0","16","51",,"23.24","30.3","35.4","25.1"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2014-04",,,,,"11.42",,,
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2014-05",,,,,"6.63",,,
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2014-06",,"29","64",,"4.43","43.3","50.3","36.3"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2014-07",,"37","77","285","2.67","56.3","64.9","47.7"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2014-08",,"37","81","562","3.19","56.7","64.7","48.7"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2014-09",,"34","74","939","3.78","51.0","58.3","43.8"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2014-10",,,,,"15.38",,,
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2014-12",,"10","43",,"19.88","29.4","33.7","25.2"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2015-01","0","18","60",,"14.18","36.2","42.7","29.7"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2015-02","0","19","54",,"13.61","34.9","40.5","29.3"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2015-03",,,,,"11.80",,,
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2015-04",,"17","59",,"6.96","34.2","42.0","26.4"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2015-05",,"23","67",,,"44.1","51.3","36.9"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2015-06",,"34","81",,"0.84","55.6","64.1","47.2"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2015-07",,"38","80","265","0.52","57.2","65.2","49.2"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2015-08",,"37","80","548","3.73","56.0","64.5","47.6"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2015-09",,"29","76","1129","3.04","45.8","52.2","39.5"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2015-10",,"31","65","1702",,"46.1","52.1","40.2"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2015-11",,"19","53","2715","25.85","31.2","36.9","25.6"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2015-12",,"11","42","3707","30.59","26.8","30.2","23.4"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2016-01","0","16","46","4650","16.63","31.3","36.7","26.0"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2016-02","0","17","63","5527","20.81","32.5","38.1","26.9"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2016-03",,,,,"17.98",,,
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2016-04",,"23","70",,,"41.7","50.0","33.4"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2016-05",,"25","63",,"2.44","42.6","49.0","36.3"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2016-06",,"26","77",,"5.25","46.8","55.1","38.6"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2016-07",,"35","72","466","2.48","50.0","57.0","42.9"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2016-08",,"36","75","759","0.79","55.6","64.1","47.0"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2016-09",,"32","72","1320","7.65","46.3","53.3","39.2"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2016-10",,"28","51","2200","37.39","36.6","41.3","32.0"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2016-11",,"23","61","3092",,"35.2","39.7","30.7"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2016-12",,"8","32","4423","18.57","20.6","25.0","16.3"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2017-01","0","3","45","5664","9.34","25.0","30.1","19.8"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2017-02","0","10","52","6716","16.13","26.0","31.9","20.2"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2017-03","0","15","40","7847","24.41","28.5","33.4","23.6"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2017-04","0","18","44","8872",,"30.8","35.2","26.5"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2017-05","1","21","75","9553","5.10","43.1","50.7","35.4"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2017-06","6","29","82","10058","6.20","48.3","57.4","39.2"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2017-07","8","35","74","305","0.00","55.2","63.9","46.5"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2017-08","74","39","80","492","0.58","61.1","68.8","53.5"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2017-09","115","30","84","917","3.34","52.2","58.9","45.5"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2017-10","115","22","66","1687","16.50","40.2","47.0","33.3"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2017-11","115","17","50","2670","23.16","29.9","34.4","25.4"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2017-12","115","11","57","3634","15.89","30.5","36.8","24.2"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2018-01","0","17","50","4626","18.25","30.8","35.8","25.8"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2018-02","0","3","40","5760","18.68","23.0","28.0","18.0"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2018-03","0","14","47","6925","9.60","27.4","32.7","22.2"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2018-04","0","15","68","7836","14.83","33.6","39.4","27.8"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2018-05","0","27","70","8422",,"46.1","53.9","38.2"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2018-06",,,,,"16.14",,,
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2018-07",,,,,"0.00",,,
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2018-09",,"28","70",,"6.15","46.6","54.6","38.6"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2018-10",,"26","66",,"14.31","42.3","48.1","36.5"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2018-11",,"21","54",,"16.77","35.0","40.5","29.4"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2018-12",,,,,"19.36",,,
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2019-01",,,,,"12.83",,,
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2019-02",,"6","45",,"14.90","19.6","24.5","14.7"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2019-03",,"6","53",,"4.17","30.1","37.3","22.9"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2019-04",,"18","53",,"9.94","33.7","39.0","28.4"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2019-06",,"30","73",,"2.90","46.4","54.0","38.7"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2019-07",,"35","70","422","3.38","50.4","58.2","42.7"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2019-08",,"41","76","703","2.15","55.9","63.9","47.9"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2019-09",,"23","74","1222","7.89","46.5","53.3","39.5"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2019-10",,"10","53","2008","12.15","34.8","41.3","28.3"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2019-11",,"13","58","2716","6.83","37.6","43.9","31.3"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2019-12",,"16","44","3712","16.49","29.4","33.4","25.5"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2020-03",,"10","46",,"8.91","27.9","34.2","21.6"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2020-04",,"16","55",,"3.61","35.1","42.9","27.3"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2020-05",,,,,"6.10",,,
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2020-06",,,,,"5.08",,,
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2020-07",,"33","80","339",,"52.6","60.9","44.2"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2020-08",,,,,"1.13",,,
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2020-09",,"33","78",,,"53.9","61.4","46.5"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2020-10",,"13","72",,"17.11","40.5","47.0","34.0"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2020-11",,"16","63",,"23.15","31.3","36.5","26.1"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2020-12",,"17","51",,"14.76","31.1","36.3","26.0"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2021-01","0","15","43",,"14.47","27.8","32.6","23.0"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2021-03",,"14","50",,"7.87","28.5","34.7","22.4"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2021-04",,"15","60",,"1.49","36.9","44.9","29.0"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2021-06",,"28","90",,"4.21","52.4","60.6","44.2"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2021-07",,"35","82","257","0.00","57.2","65.8","48.6"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2021-08",,"32","82","592","0.85","55.1","62.9","47.4"
"USC00456898","RAINIER PARADISE RANGER STATION, WA US","2021-09",,"31","77","1011","8.63","50.1","58.3","41.8"
